brand,name,preference_base_note,preference_middle_note,satisfaction,buyer_gender,buyer_age,user_id
Roberto Cavalli,Paradiso Assoluto,Vanilla,RedLily,5,Men,39,266.0
Ajmal,Sacrifice,Oriental,Floral,3,Men,32,339.0
Roberto Cavalli,Just Cavalli,CreamyRosewood,TahitianTiareFlowers,4,Men,24,208.0
DKNY,Be Delicious,Woods,Rose,3,Men,22,294.0
Arabian Oud,Sheikh Al Shuyukh,Vetiver,Rosemary,4,Men,31,196.0
Estee Lauder,Private Collection,Amber,BulgarianRose,3,Women,31,59.0
DAVIDOFF,The Game,EbonyWood,Iris,3,Men,33,315.0
Kenneth Cole,Black,VioletLeaf,Cedar,3,Women,32,288.0
Ard Al Zaafaran,Oud Sharqia,SweetWood,Citric,5,Men,22,318.0
Mancera,Red,Sandalwood,Jasmine,5,Women,40,141.0
DORALL COLLECTION,Pink Hearts,Vanilla,Licorice,3,Men,32,278.0
Kenneth Cole,Black,Musk,Incense,4,Women,23,44.0
S.T.Dupont,Royal Amber,Mint,Cedar,5,Women,36,363.0
GIORGIO ARMANI,Si,WoodyNotes,Mayrose,5,Women,36,107.0
KORLOFF,In White,VirginiaCedar,AfricanOrangeFlower,3,Men,29,106.0
Calvin Klein,One Shock,Musk,ResinousCardamom,5,Women,28,248.0
Sedr Al-Khaleej Perfumes,Moon Light,Cocoa,Orris,3,Women,35,209.0
LACOSTE,Essential,Sandalwood,Pepper,4,Women,22,55.0
Givenchy,L'interdit,Vetiver,OrangeBlossom,5,Men,27,126.0
AZZARO,Chrome,Sandalwood,Neroli,3,Women,29,230.0
CARTIER,Declaration,TahitianVetiver,Jasmine,3,Women,22,31.0
Calvin Klein,Obsession,Vanilla,Myrrh,5,Men,24,117.0
BURBERRY,My Blush,Jasmine,Geranium,5,Women,35,6.0
PACO RABANNE,Olympêa,Cashmere,Vanilla,5,Men,35,106.0
Guerlain,Habit Rouge,Benzoin,Carnation,3,Women,31,85.0
GUCCI,Guilty Absolute,WoodyNotes,Cypress,5,Women,28,57.0
GIORGIO ARMANI,Si,WoodyNotes,Osmanthus,4,Men,32,33.0
Calvin Klein,Euphoria,Mahogany,ChampacaFlower,3,Women,26,43.0
VERSACE,Eros,Sandalwood,JasmineSambac,3,Women,31,18.0
VERSACE,Dylan Blue,TonkaBean,PapyrusWood,5,Women,24,121.0
Lattafa,Sheikh Shuyukh,Vetiver,Sage,4,Women,31,96.0
DKNY,Be Delicious,WhiteAmber,Violet,3,Women,31,147.0
DORALL COLLECTION,Nashwa,vanilla,Magnolia,5,Women,30,81.0
VERSACE,Bright Crystal,Musk,Lotus,4,Women,31,248.0
ELIE SAAB,Royal,IndonesianPatchouliEssence,TurkishRoseAbsolute,3,Women,27,146.0
Dolce & Gabbana,3 L'Imperatrice,Musks,Jasmine,4,Women,21,129.0
Ajmal,Raindrops,FloralAmberyWoody,AnimalisticFloral,5,Men,21,31.0
Juicy Couture,Vivi La Juicy Limited Edition,Amber,Honeysuckle,3,Men,36,138.0
GUESS,Dare,Wood,ElegantJasmine,3,Women,30,63.0
Yves Saint Laurent,Black Opium,WhiteWood,Coffee,4,Women,23,45.0
Franck Olivier,Frank Olivier,Vanilla,Heliotrope,5,Women,20,263.0
Calvin Klein,CK Be,Vanilla,Magnolia,5,Women,40,92.0
S.T.Dupont,Essence Pure,cedar,iris,5,Women,26,390.0
DAVIDOFF,Zino,Vanilla,Rose,4,Men,24,108.0
DORALL COLLECTION,Scholar,Moss,DriedFruits.,3,Men,33,153.0
S.T.Dupont,Passenger,GuaiacWood,Ginger,5,Men,24,315.0
JOVAN,Musk Cologne Sp,Wood,Ylang-ylang,5,Women,40,142.0
Calvin Klein,Beauty,Vanilla,Pepper,3,Men,35,307.0
J.CASANOVA,Plaisir,Amber,Musk,5,Women,40,398.0
PACO RABANNE,Ultraviolet,IndonesianPatchouli,Ambergris,5,Women,20,257.0
AMOUAGE,Honour,TonkaBean,Nutmeg,5,Men,40,276.0
MONTBLANC,Emblem,,Cinnamon,5,Women,23,328.0
CAROLINA HERRERA,Good Girl,TonkaBean,Tuberose,4,Women,23,358.0
Rasasi,Al Wisam Day,Agarwood(Oud),Rose,4,Men,39,190.0
Roberto Cavalli,Just Cavalli,Leather,Vetiver,3,Women,40,193.0
BURBERRY,Weekend,RoseHipRedCyclamen,RoseHipRedCyclamen,3,Men,21,311.0
PACO RABANNE,Olympea,Ambergris,SaltedVanilla,4,Women,37,58.0
Yves Saint Laurent,Body Kouros,Benzoin,ChineseCedar,4,Men,21,308.0
AZZARO,Chrome Legend,Vetiver,Musk,4,Women,20,223.0
MONTBLANC,Legend,Sandalwood,RedApple,3,Men,29,356.0
MONTBLANC,Legend,TonkaBean,DriedFruit,4,Men,34,379.0
HERMES,Terre D'Hermes,Benzoin,Pepper,5,Men,21,387.0
joop,Homme,Patchouli,Cardamom,3,Women,35,382.0
S.T.Dupont,Essence Pure,Cedar,Rose,4,Women,24,298.0
GUCCI,Bloom Nettare Di Fiori,Schijnhulst,Jasmine,3,Women,38,351.0
Jimmy Choo,jimmy,patchouli,Orchid,3,Women,39,303.0
PACO RABANNE,Invictus,GuaiacWood,AmbregrisAccord,3,Men,37,241.0
LANVIN,Eclat D'arpege,Blackberry,Wisteria,3,Men,24,19.0
Ferrari,Scuderia Red,Cedar,Geranium,4,Men,30,104.0
Marc Jacobs,Daisy Eau So Fresh,Plum,WildRose,4,Men,36,158.0
ESCADA,Especially Elixir,DryAmber,TurkishRose,5,Women,24,391.0
TRUSSARDI,Uomo,OakMoss,Violet,5,Men,33,258.0
PACO RABANNE,Olympea,Cashmere,SaltedVanilla,4,Women,21,132.0
BVLGARI,Petits Et Mamans,Vanilla,WhitePeach,4,Women,35,276.0
BENTLEY,Intense,Patchouli,Wood,3,Men,21,397.0
GUCCI,Flora,Patchouli,Gardenia,3,Women,27,226.0
MONTBLANC,Legend,Sandalwood,DriedFruit,5,Women,38,5.0
ELIE SAAB,Girl Of Now,Tonkabean,Almond,3,Men,20,46.0
S.T.Dupont,Essence Pure,Amber,Rose,5,Men,35,191.0
Armaf,Club De Nuit Milestone,Ambroxan,VioletSandalwood,5,Men,36,390.0
DORALL COLLECTION,Pink Hearts,Sandalwood,Strawberry,4,Women,28,55.0
Roberto Cavalli,Uomo,TonkaBean,Honey,3,Men,24,363.0
DORALL COLLECTION,Molto Carina,WoodyAmber,Water,4,Women,26,348.0
Yves Saint Laurent,Libre,Vanilla,Lavender,5,Men,39,195.0
DAVIDOFF,Cool Water,Tobacco,Geranium,5,Women,34,302.0
Estee Lauder,Private Collection,Heliotrope,Ylang-Ylang,3,Women,25,153.0
MINI COLLECTION,Mini Collection No.1075,wood,vanilla,3,Women,26,123.0
VERSACE,L'Homme,Labdanum,Cinnamon,4,Men,31,217.0
Ferrari,Man In Red,Cedar,OrangeBlossom,4,Women,20,153.0
Estee Lauder,Modern Muse Nuit,Vanilla,ChineseJasmine,4,Women,38,259.0
BVLGARI,Man in Black,TonkaBeans,Iris,4,Men,40,366.0
DORALL COLLECTION,DC,Musk,Galbanum,5,Women,25,167.0
VERSACE,Eros,Ambroxan,Peony,3,Men,24,152.0
CAROLINA HERRERA,212 VIP Rose,Amber,PeachBlossom,3,Men,35,322.0
ESCADA,Magnetism,Sandalwood,Rose,5,Men,37,283.0
Alina Corel,Nice Girl,Amber,Tuberose,4,Men,33,235.0
Roberto Cavalli,Serpentine,ToluBalsam,Pepper,4,Women,31,299.0
Juicy Couture,play around,Patchouli,Tuberose,3,Women,33,140.0
LALIQUE,Amethyst Exquise,WoodyNotes,Orchid,5,Men,34,19.0
LACOSTE,Touch Of Pink,Musk,Jasmine,4,Men,27,272.0
JOVAN,Musk Cologne Sp,Wood,Ylang-ylang,3,Men,25,35.0
MONTBLANC,Emblem Absolu,Vetiver,PinkPepper,3,Men,23,368.0
GUCCI,Bloom Nettare Di Fiori,Osmanthus,Tuberose,3,Women,34,328.0
BVLGARI,Omnia Crystalline,WhiteSandalwood,Heliotrope,4,Men,24,361.0
Revlon,Charlie Gold,WoodyAccords,Cinnamon,3,Men,36,139.0
ROGER & GALLET,Open,Patchouli,Thyme,3,Men,30,264.0
BVLGARI,Petits Et Mamans,Iris,WhitePeach,3,Women,28,337.0
DKNY,Be Delicious Red,Amber,Patchouli,5,Men,29,138.0
S.T.Dupont,Essence Pure,Cedar,Iris,4,Men,22,38.0
Lancome,La Vie Est Belle,Patchouli,OrangeTreeBlossom,4,Women,28,261.0
DAVIDOFF,Cool Water,Musk,Geranium,3,Men,39,162.0
GUCCI,Guilty,Amber,Peach,5,Men,39,262.0
Franck Olivier,Oud Touch,Musk,Violet,5,Men,35,134.0
LANVIN,L'Homme,musk,pepper,5,Women,22,68.0
NINA RICCI,Premier Jour,Musk,Gardenia,4,Women,24,332.0
Givenchy,Pour Homme,Labdanum,LavenderExtract,5,Men,29,285.0
NINA RICCI,Mademoiselle Ricci,Cedar,RoseHip,4,Women,22,198.0
NARCISO RODRIGUEZ,Narciso,Cedar,WhiteRose,3,Women,39,95.0
Calvin Klein,Sheer Beauty,Musk,Lily,4,Men,30,377.0
Dunhill,Edition,Sandalwood,Carnation,5,Men,21,252.0
DAVIDOFF,Adventure,Ceder,SouthAmericanPimento,4,Women,21,227.0
HUGO BOSS,Nuit,Sandalwood,Jasmin,5,Women,31,312.0
Roberto Cavalli,Florence,Musk,OrangeBlossom,5,Men,40,127.0
Roberto Cavalli,Women,Benzoin,OrangeTreeBlossom,3,Men,31,71.0
Geoffrey Beene,Grey Flannel,Cedar,geranium,4,Men,39,393.0
Armaf,Club De Nuit Intense,Ambergris,Birch,3,Men,39,97.0
Guerlain,Mon Bloom Of Rose,Rose,SambacJasmine,4,Men,36,2.0
Dolce & Gabbana,The One,Tobacco,Cardamom,5,Men,39,396.0
HUGO BOSS,Boss,Vanilla,Cloves,5,Men,22,281.0
KORLOFF,In White,TonkaBean,AfricanOrangeFlower,4,Men,22,391.0
Rasasi,Romance,Powdery,Woody,4,Women,36,351.0
Calvin Klein,Eternity,Ambergris,Jasmine,4,Men,31,82.0
LACOSTE,L.12.12 Blanc,Suede,Ylang-Ylang,3,Men,25,82.0
DORALL COLLECTION,Lancy,Praline,OrangeBlossom,4,Men,35,131.0
PACO RABANNE,Invictus,GuaiacWood,GrapefruitZests,4,Men,35,340.0
CARTIER,Declaration,TahitianVetiver,Jasmine,4,Women,40,319.0
DORALL COLLECTION,Simple,Amber,Magnolia,4,Women,32,392.0
CAROLINA HERRERA,212 VIP,Vanille,Musk,3,Women,31,332.0
Calvin Klein,IN 2 U MEN,Cedar,CacaoPod,4,Women,23,117.0
Dolce & Gabbana,The One,Moss,Ylang-Ylang,5,Men,29,302.0
S.T.Dupont,Essence Pure,Vanilla,Rose,5,Women,22,130.0
TESORI D´ORIENTE,Lotus Flower Aromatic Par,Musk,LilyOfTheValley,5,Men,25,273.0
TED LAPIDUS,Creation,Tuberose,Rose,5,Men,23,206.0
DORALL COLLECTION,Dionysus,Amber,Violet,5,Women,31,223.0
VERSACE,Crystal Noir,Sandalwood,Coconut,4,Women,20,280.0
PACO RABANNE,1 Million Lucky,Oakmoss,Hazelnut,3,Women,29,386.0
Lancome,Idol,WhiteMusk,Jasmine,4,Men,23,353.0
Dolce & Gabbana,Intenso,Cypress,ClarySage,4,Men,40,156.0
LANVIN,Oxygene,Sandalwood,Milk,3,Women,40,29.0
AZZARO,Pour Homme,musk,juniperberries,4,Men,28,260.0
MONTBLANC,Legend,Sandalwood,OakMoss,5,Men,40,204.0
Van Cleef & Arpels,First,Civet,TurkishRose,5,Men,35,93.0
Roberto Cavalli,Paradiso Assoluto,Cashmeran,WildJasmine,5,Men,37,190.0
Alina Corel,Beach Palm,HimalayanCedar,Heliotrope,4,Men,38,267.0
CHANEL,Bleu De Chanel,Sandalwod,IsoESuper,3,Men,36,56.0
LA PERLA,Divina,Amber,Africanorange,4,Men,32,194.0
Dior,Sauvage,Labdanum,Vetiver,3,Women,20,111.0
Roberto Cavalli,Just Cavalli,Leather,Vetiver,3,Women,36,331.0
DORALL COLLECTION,Gold Secret,Musk,Cloves,4,Men,25,370.0
Calvin Klein,CK IN2U,Vanilla,CacaoPod,5,Women,32,355.0
Guerlain,Vetiver,Oakmoss,Sage,5,Men,38,276.0
VERSACE,Dylan Blue,TonkaBeans,Ambroxan,4,Women,23,232.0
ESCADA,Magnetism,Sandalwood,Rose,5,Men,39,314.0
NARCISO RODRIGUEZ,Narciso Rodriguez,Patchouli,Musk,3,Men,31,285.0
Lattafa,Rouat Al Oud,Cedarwood,Cardamom,3,Women,33,215.0
DORALL COLLECTION,Pink Hearts,Musk,LilyOfTheValley,5,Men,32,169.0
Aramis,900 Herbal Spray,Amber,OrrisRoot,4,Women,24,112.0
Estee Lauder,Modern Muse,Musk,Tuberose,5,Women,35,345.0
Genie Collection,Premium,Patchouli,Jasmine,3,Women,35,398.0
BURBERRY,Brit Rhythm,Cedarwood,Styrax,5,Men,24,17.0
NARCISO RODRIGUEZ,Narciso Rodriguez,Patchouli,Musk,4,Women,22,246.0
Calvin Klein,CK Be,Amber,Jasmine,4,Men,32,395.0
Dunhill,Desire,Labdanum,Rose,3,Men,22,121.0
LALIQUE,Encre Noire,Musk,HaitiVetiver,3,Women,33,378.0
Niya,Hawaiian Musk,Vanilla,Rose,5,Women,35,150.0
DAVIDOFF,The Game,EbonyWood,WoodyNotes,4,Men,30,163.0
S.T.Dupont,S.T. Dupont,Coconut,Cinnamon,5,Women,34,256.0
Dolce & Gabbana,The One,Cedar,Ginger,4,Men,21,372.0
S.T.Dupont,Essence Pure,Cedar,Bamboo,3,Women,33,189.0
JAGUAR,Classic Black,TonkaBeans,Geranium,3,Women,38,55.0
VERSACE,Bright Crystal,Musk,Magnolia,3,Men,34,189.0
Mancera,Roses Vanille,Cedar,Rose,5,Women,20,31.0
NINA RICCI,Premier Jour,WoodsyNotes,Orchid,3,Men,27,269.0
Genie Collection,London Burberry,Musk,TiareFlower,4,Men,39,172.0
Calvin Klein,Escape,Sandalwood,Rosemary,3,Women,40,127.0
GUCCI,Flora,Patchouli,Osmanthus,5,Men,20,87.0
CHOPARD,Happy Spirit Forever,Amber,Rosemary,4,Men,31,131.0
DAVIDOFF,Adventure,Ceder,WarmSpicesOfWildAromaticBlackSesame,4,Women,38,303.0
PACO RABANNE,One Million,Leather,Cinnamon,3,Women,30,78.0
AIGNER,Debut,OakMoss,LuminousOrangeBlossom,3,Women,33,365.0
Alrehab,Anfas Aloud,oud,bergamot,4,Women,30,108.0
GUESS,Marciano,Musk,PinkHoneysuckle,3,Men,27,316.0
MONTBLANC,Explorer,Cedarwood,Mahonial,4,Men,24,217.0
Calvin Klein,Euphoria,Patchouli,BlackBasil,3,Men,30,119.0
Shiseido,Zen,Cedarwood,Gardenia,5,Women,26,65.0
GIORGIO ARMANI,Eau Pour Homme Reno 2013,Patchouli,Nutmeg,3,Men,36,164.0
PACO RABANNE,Invictus,PatchouliHeart,AmbregrisAccord,3,Women,27,23.0
GIORGIO ARMANI,Stronger With You,Amberwood,Sage,5,Women,40,50.0
DAVIDOFF,The Game,EbonyWood,WoodyNotes,4,Women,38,30.0
DORALL COLLECTION,Lancy,Tonka,Jasmine,5,Men,38,359.0
CARTIER,La Panthere,Musk,Rose,4,Women,25,209.0
BOUCHERON,Quatre,GoldenWoodsMusk,RoseAbsolute,4,Women,30,283.0
Ajmal,Sacrifice,Ambergris,OrangeBlossom,4,Men,37,38.0
CARTIER,Pasha de Cartier,Patchouli,BrazilianRosewood,4,Men,37,268.0
Estee Lauder,Beautiful,Sandalwood,Jasmine,5,Women,39,396.0
Genie Collection,Premium,Musk,Jasmine,5,Men,28,350.0
Gres,Cabotine De Gres,Sandalwood,WildHyacinth,5,Women,29,288.0
LA PERLA,Divina,Vanilla,Pink,4,Women,38,302.0
GIORGIO ARMANI,Eau De Cedre,Suede,Cardamom,4,Men,39,26.0
PACO RABANNE,1 Million Lucky,Vetiver,CashmirWood,4,Men,29,65.0
DAVIDOFF,Adventure,Vetiver,WarmSpicesOfWildAromaticBlackSesame,5,Women,36,267.0
CHANEL,Bleu De Chanel,Sandalwood,Nutmeg,4,Women,22,50.0
DORALL COLLECTION,DC Charged,CoconutSalt,Apple,4,Women,38,28.0
Elizabeth Arden,Red Door,Vetiver,Lily-of-thevalley,3,Men,34,315.0
Dolce & Gabbana,Pour Femme,Sandalwood,Jasmine,4,Women,34,113.0
NINA RICCI,Premier Jour,Vanilla,Gardenia,5,Women,28,36.0
UNITED COLORS OF BENETTON,Hot,Cedar,Apricot,5,Women,23,166.0
PACO RABANNE,Million,Honey,JasmineAbsolute,5,Women,35,372.0
BURBERRY,London,Patchouli,PeonyTiare,4,Women,30,381.0
TOMMY HILFIGER,Tommy Hilfiger,Cactus,GrannySmithApple,3,Men,34,336.0
BURBERRY,For Women EDP Natural Sp,Musk,Sandalwood,5,Men,32,53.0
Calvin Klein,Euphoria Intense,Myrrh,Sage,3,Men,32,184.0
DORALL COLLECTION,Classic Black,Chocolate,Verbena,5,Women,22,371.0
Jean Paul GAULTIER,Scandal,Caramel,Jasmine,5,Women,33,176.0
Armaf,Club De Nuit Milestone,Vetiver,VioletSandalwood,4,Women,27,338.0
PRADA,Amber,EarthyVetiver,LovelyVanilla,4,Women,39,135.0
Juicy Couture,Vivi La Juicy Limited Edition,Vanilla,Honeysuckle,4,Men,40,222.0
HUGO BOSS,Hugo,Patchouli,Sage,3,Women,30,377.0
BURBERRY,The Beat,Vetiver,Bluebell,4,Men,21,381.0
Lancome,La Vie Est Belle,Patchouli,Jasmine,4,Women,20,115.0
MONTBLANC,Lady Emblem,,Ylang-Ylang,5,Men,37,338.0
GIORGIO ARMANI,Si Passione EDP For Wo,Patchouli,Jasmine,5,Women,31,144.0
GUCCI,Bloom Aqua Di Fiori,Jasmine,Tuberose,5,Men,23,251.0
BURBERRY,London,Sandalwood,Clementine,3,Men,20,121.0
Van Cleef & Arpels,First,Civet,Tuberose,3,Men,23,2.0
COACH,Floral,Patchouli,TeaRose,4,Men,37,271.0
HUGO BOSS,The Scent,WoodyNotes,Lavender,5,Women,33,238.0
Dolce & Gabbana,The One,Toacco,Cardamom,5,Men,24,248.0
Roberto Cavalli,Paradiso Azzuro,Cypress,WildJasmine,3,Women,21,256.0
Ard Al Zaafaran,Oud Sharqia,SweetWood,Citric,3,Men,28,13.0
CHLOE,Chloe,Cedar,Magnolia,5,Men,27,273.0
Lattafa,Sheikh Shuyukh,Vetiver,Sage,4,Men,40,187.0
BURBERRY,Brit Rhythm Intense,Leather,Lavender,4,Men,31,389.0
AMOUAGE,Epic,Geranium,Tea,4,Women,39,236.0
Dunhill,London,TonkaBean,Geranium,5,Women,30,357.0
BURBERRY,My Burberry,Amber,Rose,4,Women,24,40.0
DORALL COLLECTION,DC Marine Noir,Incense,Water,3,Men,30,242.0
COACH,Floral,Musk,TeaRose,4,Women,27,322.0
BURBERRY,Burberry Body Intense,CashmereWood,Sandalwood,4,Women,39,361.0
Jean Paul GAULTIER,Scandal,Licorice,OrangeBlossom,4,Men,37,360.0
Genie Collection,1029 Collection,Mahogany,Magnolia,3,Men,37,339.0
Genie Collection,London Burberry,Musk,SoftPeony,5,Women,24,340.0
J.CASANOVA,ICQ,Animal,Cyclamen,4,Men,20,274.0
GUESS,Dare,CoconutAccords,WildRose,5,Women,30,37.0
Geoffrey Beene,Grey Flannel,Almond,violet,5,Men,34,361.0
BURBERRY,Mr. Burberry,Patchouli,Cedar,3,Women,33,370.0
VERSACE,Dylan Blue,Musk,Papyrus,4,Women,32,312.0
Dunhill,London,Vanilla,Rose,5,Men,29,153.0
COACH,New York Platinum,VanillaLeather,AromaticAccords,4,Men,40,255.0
GIORGIO ARMANI,Acqua Di Gio,Sandalwood,Jasmine,3,Men,32,371.0
Ajmal,Raindrops,FloralAmberyWoody,AnimalisticFloral,5,Women,26,132.0
CHANEL,Chance Eau Tendre,Cedar,Jasmine,3,Women,29,308.0
LALIQUE,Encre Noire,Musk,HaitianVetiver,4,Women,37,103.0
CARTIER,Declaration,Cedar,Pepper,5,Men,28,395.0
Arabian Oud,Sheikh Al Shuyukh,Patchouli,Lavender,3,Women,30,318.0
HUGO BOSS,Ma Vie,Cedar,Jasmine,3,Men,25,374.0
Van Cleef & Arpels,First,Bean,Turkish,3,Women,40,76.0
Ferrari,Cedar Essence,Amber,Watermelon,4,Women,25,86.0
LACOSTE,L.12.12 Blanc,Leather,MexicanTuberose,5,Women,26,325.0
Calvin Klein,Beauty,Musk,Pepper,4,Men,29,199.0
Dunhill,Custom,Incense,Pepper,5,Women,34,253.0
VERSACE,Versace Pour Homme,Amber,BlueHyacinth,4,Women,36,73.0
Roberto Cavalli,Paradiso Azzurro,Amberwood,Peach,4,Women,25,230.0
MINI COLLECTION,Mini Collection No.1075,wood,vanilla,3,Women,36,8.0
Rasasi,Blue,Woody,Geranium,3,Men,27,113.0
DORALL COLLECTION,Blue Princess,Musk,Woody,4,Women,40,250.0
Dolce & Gabbana,The Only One 2,Tonka,Violet,3,Men,34,394.0
BURBERRY,Body Tender,Amber,DewyEnglishRoses,5,Men,36,9.0
GUCCI,Guilty Absolute,WoodyNotes,Cypress,4,Women,23,47.0
DORALL COLLECTION,Oud Arabi,sandalwood,jasmine,4,Men,37,297.0
CHLOE,Love Story,Sandalwood,OrangeBlossom,5,Men,40,169.0
UNITED COLORS OF BENETTON,Hot,Amber,LilyOfTheValley,4,Men,34,66.0
Fendi,Furiosa,GaïacWood,Gardenia,3,Men,33,135.0
MONTALE,Roses Musk,Musk,Jasmine,5,Women,32,218.0
HERMES,Terre D' Hermes,woodynotes,geranium,4,Women,26,69.0
UNITED COLORS OF BENETTON,Cold Silver,SilverMoss,SilverSage,5,Men,24,351.0
J.CASANOVA,Plaisir,VanillaOrchid,DamascusPlum,3,Men,37,164.0
Yves Saint Laurent,Black Opium Nuit Blanche,WhiteMusk,OrangeBlossomAbsolute,4,Women,22,86.0
Dolce & Gabbana,3 L'Imperatrice,Musk,Jasmine,5,Women,30,72.0
VERSACE,Dylan Blue,Saffron,Ambergris,4,Men,27,358.0
GUESS,Marciano,Vanilla,IntensivelyClean,3,Women,34,333.0
Rasasi,Hatem,Musk,Jasmine,4,Women,25,216.0
VALENTINO,Valentina,Amber,Jasmine,5,Women,40,75.0
DAVIDOFF,Zino,Patchouli,Jasmine,4,Men,21,268.0
HUGO BOSS,Femme,Amber,Jasmine,4,Women,40,200.0
BURBERRY,My Burberry,CentifoliaRose,Geranium,4,Women,33,379.0
LACOSTE,Eau De lacoste,Suede,Tuberose,3,Men,39,145.0
LALIQUE,Encre Noire,CashmereWood,HaitianVetiver,4,Men,21,242.0
S.T.Dupont,Essence Pure,Cypress,Bamboo,4,Women,24,344.0
Marbert,Marbert Man,Sandalwood,Carnation,3,Women,29,300.0
VERSACE,Crystal Noir,Sandalwood,Frangipani,5,Women,33,231.0
Roberto Cavalli,Paradiso Azzuro,Amberwood,Peach,4,Men,29,56.0
BURBERRY,The Beat,WhiteMusk,Bluebell,4,Men,35,191.0
Al Fakhr,Ameer Al Oud Khususi,Sandalwood,BlackPepper,3,Women,31,10.0
Jimmy Choo,jimmy,Coffee,Orchid,4,Women,29,77.0
Guerlain,Ideal,Cedar,TonkaBean,3,Women,38,294.0
Guerlain,Habit Rouge,Benzoin,Rose,3,Men,37,111.0
Rasasi,Oud Al Misk,Ambergris,Geranium,5,Women,24,399.0
DORALL COLLECTION,Molto Carina,Musk,TropicalFruits,3,Women,23,339.0
Mandarina Duck,Black,Patchouli,Musk,3,Men,27,95.0
Rasasi,Al Wisam Day,OakMoss,AmberNuancedClarySage,5,Men,39,241.0
Van Cleef & Arpels,First,Musk,Orchid,3,Women,23,247.0
Creation Lamis,Above The Law,TonkaBean,Juniper,3,Women,38,33.0
TESORI D´ORIENTE,White Musk,Aldehyde,Rose,5,Women,39,80.0
Jimmy Choo,jimmy,Coffee,Orchid,4,Women,34,289.0
LACOSTE,Lacoste,Musk,BlackPepper,5,Men,21,21.0
Miu Miu,miu miu,Akigalawood,Jasmine,4,Women,20,45.0
LACOSTE,Eau de Lacoste L. 12.12 Noir,DarkChocolate,Lavender,3,Women,33,110.0
GIORGIO ARMANI,Because It's You,Musk,Rose,4,Men,28,203.0
Lattafa,Pure Oudi Liquid Gold,EffervescentCitrus.,BlackCurrant,5,Men,34,134.0
Rasasi,Dirham,MassoiaWood,CocaFlower,5,Women,31,206.0
ADOLFO DOMINGUEZ,Vetiver Hombre,Cedar,Clove,3,Men,35,207.0
Lattafa,Oud Mood,Resin,Patchouli,5,Men,30,276.0
Lattafa,Velvet Oud,Sandalwood,Rose,5,Women,28,34.0
GIORGIO ARMANI,Si,Amber,Freesia,3,Men,31,195.0
BURBERRY,Burberry Body Intense,Amber,Rose,3,Men,38,109.0
Gres,Cabotine,Vanilla,Violet,4,Women,40,275.0
Givenchy,Pour Homme,Cedar,LavenderExtract,4,Men,22,10.0
Ajmal,Sacrifice,Ambergris,OrangeBlossom,5,Men,39,266.0
CHANEL,Bleu De Chanel,Sandalwood,Nutmeg,3,Men,28,233.0
Alina Corel,Monsieur Intense Gold,RareWood,Saffron,4,Men,24,88.0
Ajmal,Raindrops,FloralAmberyWoody,AnimalisticFloral,5,Women,32,297.0
joop,Homme,Vanilla,Jasmine,4,Women,21,358.0
CHOPARD,Wish,Amber,Violet,3,Women,38,40.0
LACOSTE,Challenge,Jasmine,Wood,4,Women,31,86.0
S.T.Dupont,Passenger,WhiteMusk,Cyclamen,5,Men,22,29.0
ELIE SAAB,Girl Of Now,Patchouli,OrangeBlossom,3,Men,35,53.0
Calvin Klein,Beauty,VirginiaCedar,Jasmine,3,Women,20,305.0
S.T.Dupont,Essence Pure,Cedar,Rose,3,Men,40,8.0
Lattafa,24 Carat Pure Gold,Vanilla,Sandalwood,5,Men,34,78.0
LACOSTE,Lacoste,WoodyNotes,Jasmine,3,Women,21,227.0
CERRUTI 1881,1881,PineTree,Cassia,4,Men,38,32.0
LANVIN,Modern Princess,WhiteMusk,Freesia,3,Women,30,373.0
Geoffrey Beene,Grey Flannel,Almond,iris,5,Men,38,375.0
DORALL COLLECTION,Pink Hearts,Vanilla,RedBerries,3,Men,40,188.0
BURBERRY,London,Musk,Peony,5,Women,24,159.0
Emper,Lady Presidente,Coconut,WaterLily,3,Women,36,32.0
GUCCI,Bloom,RangoonCreeper,Tuberose,5,Men,23,219.0
Armaf,Club De Nuit Milestone,Vetiver,WhiteWood,3,Men,35,34.0
DORALL COLLECTION,Dionysus,Tonka,OzonicTonesWithGeranium,3,Women,31,228.0
Miu Miu,miu miu,Akigalawood,Rose,5,Women,31,83.0
Dunhill,Desire Blue,Benzoin,,3,Women,39,277.0
BENTLEY,Intense,Patchouli,ClarySage,5,Men,22,289.0
GUESS,Seductive Homme,Amber,VioletLeaf,3,Men,36,70.0
Roberto Cavalli,Paradisio Azzuro,Vanilla,Apple,5,Men,33,256.0
S.T.Dupont,Passenger Spray,Musk,Iris,5,Women,39,257.0
VERSACE,Versace Pour Homme,TonkaBeans,Geranium,3,Women,27,271.0
Michael Kors,kors,Musk,ArumLily,5,Women,37,281.0
Calvin Klein,Obsession,Musk,Sage,5,Women,36,309.0
Alina Corel,Monsieur Coco Vanilla,WoodyNotes,TiareFlower,3,Women,38,345.0
Calvin Klein,Euphoria,Suede,BlackBasil,3,Women,31,336.0
Yves Saint Laurent,Black Opium Nuit Blanche,Sandalwood,OrangeBlossomAbsolute,4,Women,21,187.0
MONTBLANC,Emblem,WoodyNotes,VioletLeaf,3,Women,34,22.0
jennifer lopez,Still,LilyOfTheValley,Rose,3,Men,26,322.0
